Order.No,Item,Plant,Order.Req,Forecast.Date,Req.Delivery.Date,Mfg.Lead.time,KIT.Material,FG.Material,FG.Net.Req,SFG.Material,SFG.Net.Req,FG.SFG.Length,FG.SFG.Breadth,Coil,Raw.Material,RM.Length,RM.Breadth,RM.Qty.Set,Priority,Plant.Considered,Batch,Storage.Location,fromStock,Purchase,wastage,Remarks,PO.Number,PR.Number,fromPO,fromPR
220000027,10,1002,10,17.04.2016,18.05.2016,3,                  ,                  ,,870-10728E        ,76,653,208,,2000011,1900,1000,2.43,0,,,,0,184.679999999935,35.6623157894737,Lead over due Date,,,0,0
220000028,10,1002,40,17.04.2016,18.04.2016,3,                  ,                  ,,2101771-002       ,320,450,350,,2000012,2500,1250,3.67,2,,,,0,174.400000000851,24.4,Lead over due Date,,,0,0
220000028,10,1002,40,17.04.2016,18.04.2016,3,                  ,                  ,,870-10728E        ,354,653,208,,2000011,1900,1000,2.43,0,,,,0,860.219999999699,35.6623157894737,Lead over due Date,,,0,0
781600000002,0,1002,100,29.04.2016,05.05.2016,3,                  ,                  ,,870-11759A        ,200,233,58,,2000001,2000,1200,3,1,,,,0,599.9999999997,4.27583333333333,Lead over due Date,,,0,0
220000030,10,1002,40,17.04.2016,18.04.2016,3,                  ,                  ,,2101771-002       ,320,450,350,,2000012,2500,1250,3.67,2,,,,0,1174.40000000085,24.4,Lead over due Date,,,0,0
220000029,10,1002,40,17.04.2016,18.04.2016,3,                  ,                  ,,2101771-002       ,320,450,350,,2000012,2500,1250,3.67,2,,,,0,1174.40000000085,24.4,Lead over due Date,,,0,0
220000029,10,1002,40,17.04.2016,18.04.2016,3,                  ,                  ,,870-10728E        ,480,653,208,,2000011,1900,1000,2.43,0,,,,0,1166.39999999959,35.6623157894737,Lead over due Date,,,0,0
220000030,10,1002,40,17.04.2016,18.04.2016,3,                  ,                  ,,870-11760A        ,240,125,58,,2000007,1800,1000,6,1,,,,0,1005.99999999923,0.111111111111106,Lead over due Date,,,0,0
220000029,10,1002,40,17.04.2016,18.04.2016,3,                  ,                  ,,870-11761         ,160,120,41,,2000001,2000,1200,3,1,,,,0,43.9999999999439,1.6,Lead over due Date,,,0,0
220000030,10,1002,40,17.04.2016,18.04.2016,3,                  ,                  ,,870-11761         ,160,120,41,,2000001,2000,1200,3,1,,,,0,479.99999999976,1.6,Lead over due Date,,,0,0
220000030,10,1002,40,17.04.2016,18.04.2016,3,                  ,                  ,,870-10728E        ,480,653,208,,2000011,1900,1000,2.43,0,,,,0,1166.39999999959,35.6623157894737,Lead over due Date,,,0,0
781600000002,0,1002,100,29.04.2016,05.05.2016,3,                  ,                  ,,870-11760A        ,300,125,58,,2000007,1800,1000,6,1,,,,0,1799.9999999991,0.111111111111106,Lead over due Date,,,0,0
781600000002,0,1002,100,29.04.2016,05.05.2016,3,                  ,0M-61000C         ,100,870-10728E        ,200,653,208,,2000011,1900,1000,2.43,0,,,,0,485.99999999983,35.6623157894737,Lead over due Date,,,0,0
220000030,10,1002,40,17.04.2016,18.04.2016,3,                  ,                  ,,870-11759A        ,160,233,58,,2000001,2000,1200,3,1,,,,0,479.99999999976,4.27583333333333,Lead over due Date,,,0,0
781600000002,0,1002,100,29.04.2016,05.05.2016,3,                  ,                  ,,870-11761         ,200,120,41,,2000001,2000,1200,3,1,,,,0,599.9999999997,1.6,Lead over due Date,,,0,0
220000029,10,1002,40,17.04.2016,18.04.2016,3,                  ,                  ,,870-11760A        ,240,125,58,,2000007,1800,1000,6,1,1002,822,IND ,874.000000000604,0,0.111111111111106,Lead over due Date, , ,0,0
220000028,10,1002,40,17.04.2016,18.04.2016,3,                  ,                  ,,870-11760A        ,21,125,58,,2000007,1800,1000,6,1,1002,822,IND ,125.999999999937,0,0.111111111111106,Lead over due Date, , ,0,0
220000028,10,1002,40,17.04.2016,18.04.2016,3,                  ,                  ,,2101771-002       ,320,450,350,,2000012,2500,1250,3.67,2,1003,836,IND ,1000,0,24.4,Lead over due Date, , ,0,0
220000029,10,1002,40,17.04.2016,18.04.2016,3,                  ,                  ,,870-11759A        ,160,233,58,,2000001,2000,1200,3,1,1003,837,IND ,479.99999999976,0,4.27583333333333,Lead over due Date, , ,0,0
220000028,10,1002,40,17.04.2016,18.04.2016,3,                  ,                  ,,870-11759A        ,14,233,58,,2000001,2000,1200,3,1,1003,837,IND ,41.999999999979,0,4.27583333333333,Lead over due Date, , ,0,0
220000029,10,1002,40,17.04.2016,18.04.2016,3,                  ,                  ,,870-11761         ,160,120,41,,2000001,2000,1200,3,1,1003,837,IND ,435.999999999816,0,1.6,Lead over due Date, , ,0,0
220000028,10,1002,40,17.04.2016,18.04.2016,3,                  ,                  ,,870-11761         ,14,120,41,,2000001,2000,1200,3,1,1003,837,IND ,41.999999999979,0,1.6,Lead over due Date, , ,0,0
220000030,10,1002,40,17.04.2016,18.04.2016,3,                  ,                  ,,870-11760A        ,240,125,58,,2000007,1800,1000,6,1,1003,839,IND ,434.000000000054,0,0.111111111111106,Lead over due Date, , ,0,0
220000029,10,1002,40,17.04.2016,18.04.2016,3,                  ,                  ,,870-11760A        ,240,125,58,,2000007,1800,1000,6,1,1003,839,IND ,565.999999998676,0,0.111111111111106,Lead over due Date, , ,0,0
220000027,10,1002,10,17.04.2016,18.05.2016,3,                  ,                  ,,2101771-002       ,76,450,350,,2000012,2500,1250,3.67,2,,,,,,,,,,,
220000027,10,1002,10,17.04.2016,18.05.2016,3,ACRC 100          ,0M-61000C         ,0,2101771-002       ,76,450,350,,2040034,0,0,3.67,1,,,,,,,,,,,
220000029,10,1002,40,17.04.2016,18.04.2016,3,                  ,                  ,,870-11759A        ,160,233,58,,2001001,0,0,3,2,,,,,,,,,,,
220000028,10,1002,40,17.04.2016,18.04.2016,3,ACRC 100          ,0M-61000C         ,17,2101771-002       ,320,450,350,,2040034,0,0,3.67,1,,,,,,,,,,,
220000029,10,1002,40,17.04.2016,18.04.2016,3,                  ,                  ,,870-11760A        ,240,125,58,,2001011,0,0,5,2,,,,,,,,,,,
220000028,10,1002,40,17.04.2016,18.04.2016,3,                  ,                  ,,870-11759A        ,14,233,58,,2001001,0,0,3,2,,,,,,,,,,,
